,time,4T,5S,5W,4W,4S,direction
0,1681776026.5,0,0,0,0,0,0
1,1681776076.5,1,1,0,0,0,0
2,1681776126.5,1,1,0,0,0,0
3,1681776176.5,1,1,0,0,0,0
4,1681776226.5,1,1,0,0,0,0
5,1681776276.5,1,1,0,0,0,0
6,1681776326.5,1,1,0,0,0,0
7,1681776376.5,1,1,0,0,0,0
8,1681776426.5,1,1,0,0,0,0
9,1681776477.0,1,1,0,0,0,0
10,1681776527.5,1,1,0,0,0,0
11,1681776577.5,1,1,0,0,0,0
12,1681776627.5,1,1,0,0,0,0
13,1681776677.5,1,1,0,0,0,0
14,1681776727.5,1,1,0,0,0,0
15,1681776777.5,1,1,0,0,0,0
16,1681776827.5,1,1,0,0,0,0
17,1681776877.5,1,1,0,0,0,0
18,1681776927.5,1,1,0,0,0,0
19,1681776977.5,1,1,0,1,1,0
20,1681777027.5,1,1,0,1,1,0
21,1681777077.5,1,1,0,1,1,0
22,1681777127.5,1,1,0,1,1,0
23,1681777177.5,1,1,0,1,1,0
24,1681777227.5,1,1,0,1,1,0
25,1681777277.5,1,1,0,1,1,0
26,1681777327.5,1,1,0,1,1,0
27,1681777377.5,1,1,0,1,1,0
28,1681777427.5,1,1,0,1,1,0
29,1681777477.5,1,1,0,1,1,0
30,1681777527.5,1,1,0,1,1,0
31,1681777577.5,1,1,0,1,1,0
32,1681777627.5,1,1,0,1,1,0
33,1681777677.5,1,1,0,1,1,0
34,1681777727.5,1,1,0,1,1,0
35,1681777777.5,1,1,0,1,1,0
36,1681777827.5,1,1,0,1,1,0
37,1681777877.5,1,1,0,1,1,0
38,1681777927.5,1,1,0,1,1,0
39,1681777977.5,1,1,0,1,1,0
40,1681778027.5,1,1,0,1,1,0
41,1681778077.5,1,1,0,1,1,0
42,1681778127.5,1,1,0,1,1,0
43,1681778177.5,1,1,0,1,1,0
44,1681778227.5,1,1,0,1,1,0
45,1681778277.5,1,1,0,1,1,0
46,1681778327.5,1,1,0,1,1,0
47,1681778377.5,1,1,0,1,1,0
48,1681778427.5,1,1,0,1,1,0
49,1681778477.5,1,1,0,1,1,0
50,1681778527.5,1,1,0,1,1,1
51,1681778577.5,1,1,0,1,1,1
52,1681778627.5,1,1,0,1,1,1
53,1681778677.5,1,1,0,1,1,1
54,1681778727.5,1,1,0,1,1,1
55,1681778777.5,1,1,0,1,1,1
56,1681778827.5,1,1,0,1,1,1
57,1681778877.5,1,1,0,1,1,1
58,1681778927.5,1,1,0,1,1,1
59,1681778977.5,1,1,0,1,1,1
60,1681779027.5,1,1,0,1,1,1
61,1681779077.5,1,1,0,1,1,1
62,1681779127.5,1,1,0,1,1,1
63,1681779177.5,1,1,0,1,1,1
64,1681779227.5,1,1,0,1,1,1
65,1681779277.5,1,1,0,1,1,1
66,1681779327.5,1,1,0,1,1,1
67,1681779377.5,1,1,0,1,1,1
68,1681779427.5,1,1,0,1,1,1
69,1681779477.5,1,1,0,1,1,1
70,1681779527.5,1,1,0,1,1,1
71,1681779577.5,1,1,0,1,1,1
72,1681779627.5,1,1,0,1,1,1
73,1681779677.5,1,1,0,1,1,1
74,1681779727.5,1,1,0,1,1,1
75,1681779777.5,1,1,0,1,1,1
76,1681779827.5,1,1,0,1,1,1
77,1681779877.5,1,1,0,1,1,1
78,1681779927.5,1,1,0,1,1,1
79,1681779977.5,1,1,0,1,1,1
80,1681780027.5,1,1,0,1,1,1
81,1681780077.5,1,1,0,1,1,1
82,1681780127.5,1,1,0,1,1,1
83,1681780177.5,1,1,0,1,1,1
84,1681780227.5,1,1,0,1,1,1
85,1681780277.5,1,1,0,1,1,1
86,1681780327.5,1,1,0,1,1,1
87,1681780377.5,1,1,0,1,1,1
88,1681780427.5,1,1,0,1,1,1
89,1681780477.5,1,1,0,1,1,1
90,1681780529.06,1,1,0,1,1,1
91,1681780579.5,1,1,0,1,1,1
92,1681780629.5,1,1,0,1,1,1
93,1681780735.14,1,1,0,1,1,1
94,1681780814.5,1,1,0,1,1,1
95,1681780864.5,1,1,0,1,1,1
96,1681780914.5,1,1,0,1,1,1
97,1681780964.5,1,1,0,1,1,1
98,1681781014.5,1,1,0,1,1,1
99,1681781064.5,1,1,0,1,1,1
100,1681781114.5,1,1,0,1,1,0
101,1681781164.5,1,1,0,1,1,0
102,1681781214.5,1,1,0,1,1,0
103,1681781264.5,1,1,0,1,1,0
104,1681781314.5,1,1,0,1,1,0
105,1681781364.5,1,1,0,1,1,0
106,1681781414.5,1,1,0,1,1,0
107,1681781464.5,1,1,0,1,1,0
108,1681781514.5,1,1,0,1,1,0
109,1681781564.5,1,1,0,1,1,0
110,1681781614.5,1,1,0,1,1,0
111,1681781664.5,1,1,0,1,1,0
112,1681781714.5,1,1,0,1,1,0
113,1681781764.5,1,1,0,1,1,0
114,1681781814.5,1,1,0,1,1,0
115,1681781864.5,1,1,0,1,1,0
116,1681781914.5,1,1,0,1,1,0
117,1681781964.5,1,1,0,1,1,0
118,1681782014.5,1,1,0,1,1,0
119,1681782064.5,1,1,0,1,1,0
120,1681782114.5,1,1,0,1,1,0
121,1681782164.5,1,1,0,1,1,0
122,1681782214.5,1,1,0,1,1,0
123,1681782264.5,1,1,0,1,1,0
124,1681782314.5,1,1,0,1,1,0
125,1681782364.5,1,1,0,1,1,0
126,1681782414.5,1,1,0,1,1,0
127,1681782464.5,1,1,0,1,1,0
128,1681782514.5,1,1,0,1,1,0
129,1681782564.5,1,1,0,1,1,0
130,1681782614.5,1,1,0,1,1,0
131,1681782664.5,1,1,0,1,1,0
132,1681782714.5,1,1,0,1,1,0
133,1681782764.5,1,1,0,1,1,0
134,1681782814.5,1,1,0,1,1,0
135,1681782864.5,1,1,0,1,1,0
136,1681782914.5,1,1,0,1,1,0
137,1681782964.5,1,1,0,1,1,0
138,1681783014.5,1,1,0,1,1,0
139,1681783064.5,1,1,0,1,1,0
140,1681783114.5,1,1,0,1,1,0
141,1681783164.5,1,1,0,1,1,0
142,1681783214.5,1,1,0,1,1,0
143,1681783264.5,1,1,0,1,1,0
144,1681783314.5,1,1,0,1,1,0
145,1681783364.5,1,1,0,1,1,0
146,1681783414.5,1,1,0,1,1,0
147,1681783464.5,1,1,0,1,1,0
148,1681783514.5,1,1,0,1,1,0
149,1681783564.5,1,1,0,1,1,0
150,1681783614.5,1,1,0,1,1,1
151,1681783664.5,1,1,0,1,1,1
152,1681783714.5,1,1,0,1,1,1
153,1681783764.5,1,1,0,1,1,1
154,1681783814.5,1,1,0,1,1,1
155,1681783864.5,1,1,0,1,1,1
156,1681783914.5,1,1,0,1,1,1
157,1681783964.5,1,1,0,1,1,1
158,1681784014.5,1,1,0,1,1,1
159,1681784064.5,1,1,0,1,1,1
160,1681784114.5,1,1,0,1,1,1
161,1681784164.5,1,1,0,1,1,1
162,1681784214.5,1,1,0,1,1,1
163,1681784264.5,1,1,0,1,1,1
164,1681784314.5,1,1,0,1,1,1
165,1681784364.5,1,1,0,1,1,1
166,1681784414.5,1,1,0,1,1,1
167,1681784464.5,1,1,0,1,1,1
168,1681784514.5,1,1,0,1,1,1
169,1681784564.5,1,1,0,1,1,1
170,1681784614.5,1,1,0,1,1,1
171,1681784664.5,1,1,0,1,1,1
172,1681784714.5,1,1,0,1,1,1
173,1681784764.5,1,1,0,1,1,1
174,1681784814.5,1,1,0,1,1,1
175,1681784864.5,1,1,0,1,1,1
176,1681784914.5,1,1,0,1,1,1
177,1681784964.5,1,1,0,1,1,1
178,1681785014.5,1,1,0,1,1,1
179,1681785064.5,1,1,0,1,1,1
180,1681785114.5,1,1,0,1,1,1
181,1681785164.5,0,0,0,0,0,1
182,1681785214.5,0,0,0,0,0,1
183,1681785264.5,0,0,0,0,0,1
184,1681785314.5,0,0,0,0,0,1
185,1681785364.5,0,0,0,0,0,1
186,1681785414.5,0,0,0,0,0,1
187,1681785464.5,0,0,0,0,0,1
188,1681785514.5,0,0,0,0,0,1
189,1681785564.5,0,0,0,0,0,1
190,1681785614.5,0,0,0,0,0,1
191,1681785664.5,0,0,0,0,0,1
192,1681785714.5,0,0,0,0,0,1
193,1681785764.5,0,0,0,0,0,1
194,1681785814.5,0,0,0,0,0,1
195,1681785864.5,0,0,0,0,0,1
196,1681785914.5,0,0,0,0,0,1
197,1681785964.5,0,0,0,0,0,1
198,1681786014.5,0,0,0,0,0,1
199,1681786064.5,0,0,0,0,0,1
200,1681786114.5,0,0,0,0,0,0
201,1681786164.5,0,0,0,0,0,0
202,1681786214.5,0,0,0,0,0,0
203,1681786264.5,0,0,0,0,0,0
204,1681786314.5,0,0,0,0,0,0
205,1681786364.5,0,0,0,0,0,0
206,1681786414.5,0,0,0,0,0,0
207,1681786464.5,0,0,0,0,0,0
208,1681786514.5,0,0,0,0,0,0
209,1681786564.5,0,0,0,0,0,0
210,1681786614.5,0,0,0,0,0,0
211,1681786664.5,0,0,0,0,0,0
212,1681786714.5,0,0,0,0,0,0
213,1681786764.5,0,0,0,0,0,0
214,1681786814.5,0,0,0,0,0,0
215,1681786864.5,0,0,0,0,0,0
216,1681786914.5,0,0,0,0,0,0
217,1681786964.5,0,0,0,0,0,0
218,1681787014.5,0,0,0,0,0,0
219,1681787064.5,0,0,0,0,0,0
220,1681787114.5,0,0,0,0,0,0
221,1681787164.5,0,0,0,0,0,0
222,1681787214.5,0,0,0,0,0,0
223,1681787264.5,0,0,0,0,0,0
224,1681787314.5,0,0,0,0,0,0
225,1681787364.5,0,0,0,0,0,0
226,1681787414.5,0,0,0,0,0,0
227,1681787464.5,0,0,0,0,0,0
228,1681787514.5,0,0,0,0,0,0
229,1681787564.5,0,0,0,0,0,0
230,1681787614.5,0,0,0,0,0,0
231,1681787664.5,0,0,0,0,0,0
232,1681787714.5,0,0,0,0,0,0
233,1681787764.5,0,0,0,0,0,0
234,1681787814.5,0,0,0,0,0,0
235,1681787864.5,0,0,0,0,0,0
236,1681787914.5,0,0,0,0,0,0
237,1681787964.5,0,0,0,0,0,0
238,1681788014.5,0,0,0,0,0,0
239,1681788064.5,0,0,0,0,0,0
240,1681788114.5,0,0,0,0,0,0
241,1681788164.5,0,0,0,0,0,0
242,1681788214.5,0,0,0,0,0,0
243,1681788264.5,0,0,0,0,0,0
244,1681788314.5,0,0,0,0,0,0
245,1681788364.5,0,0,0,0,0,0
246,1681788414.5,0,0,0,0,0,0
247,1681788464.5,0,0,0,0,0,0
248,1681788514.5,0,0,0,0,0,0
249,1681788564.5,0,0,0,0,0,0
250,1681788614.5,0,0,0,0,0,1
251,1681788664.5,0,0,0,0,0,1
252,1681788714.5,0,0,0,0,0,1
253,1681788764.5,0,0,0,0,0,1
254,1681788814.5,0,0,0,0,0,1
255,1681788864.5,0,0,0,0,0,1
256,1681788914.5,0,0,0,0,0,1
257,1681788964.5,0,0,0,0,0,1
258,1681789014.5,0,0,0,0,0,1
259,1681789064.5,0,0,0,0,0,1
260,1681789114.5,0,0,0,0,0,1
261,1681789164.5,0,0,0,0,0,1
262,1681789214.5,0,0,0,0,0,1
263,1681789264.5,0,0,0,0,0,1
264,1681789314.5,0,0,0,0,0,1
265,1681789364.5,0,0,0,0,0,1
266,1681789414.5,0,0,0,0,0,1
267,1681789464.5,0,0,0,0,0,1
268,1681789514.5,0,0,0,0,0,1
269,1681789564.5,0,0,0,0,0,1
270,1681789614.5,0,0,0,0,0,1
271,1681789664.5,0,0,0,0,0,1
272,1681789714.5,0,0,0,0,0,1
273,1681789764.5,0,0,0,0,0,1
274,1681789814.5,0,0,0,0,0,1
275,1681789864.5,0,0,0,0,0,1
276,1681789914.5,0,0,0,0,0,1
277,1681789964.5,0,0,0,0,0,1
278,1681790014.5,0,0,0,0,0,1
279,1681790064.5,0,0,0,0,0,1
280,1681790114.5,0,0,0,0,0,1
281,1681790164.5,0,0,0,0,0,1
282,1681790214.5,0,0,0,0,0,1
283,1681790264.5,0,0,0,0,0,1
284,1681790314.5,0,0,0,0,0,1
285,1681790364.5,0,0,0,0,0,1
286,1681790414.5,0,0,0,0,0,1
287,1681790464.5,0,0,0,0,0,1
288,1681790514.5,0,0,0,0,0,1
289,1681790564.5,0,0,0,0,0,1
290,1681790614.5,0,0,0,0,0,1
291,1681790664.5,0,0,0,0,0,1
292,1681790716.84,0,0,0,0,0,1
293,1681790767.5,0,0,0,0,0,1
294,1681790817.5,0,0,0,0,0,1
295,1681790867.5,0,0,0,0,0,1
296,1681790917.5,0,0,0,0,0,1
297,1681790967.5,0,0,0,0,0,1
298,1681791017.5,0,0,0,0,0,1
299,1681791067.5,0,0,0,0,0,1
300,1681791117.5,0,0,0,0,0,0
301,1681791167.5,0,0,0,0,0,0
302,1681791217.5,0,0,0,0,0,0
303,1681791267.5,0,0,0,0,0,0
304,1681791317.5,0,0,0,0,0,0
305,1681791367.5,0,0,0,0,0,0
306,1681791417.5,0,0,0,0,0,0
307,1681791467.5,0,0,0,0,0,0
308,1681791517.5,0,0,0,0,0,0
309,1681791567.5,0,0,0,0,0,0
310,1681791617.5,0,0,0,0,0,0
311,1681791667.5,0,0,0,0,0,0
312,1681791717.5,0,0,0,0,0,0
313,1681791767.5,0,0,0,0,0,0
314,1681791817.5,0,0,0,0,0,0
315,1681791867.5,0,0,0,0,0,0
316,1681791917.5,0,0,0,0,0,0
317,1681791967.5,0,0,0,0,0,0
318,1681792017.5,0,0,0,0,0,0
319,1681792067.5,0,0,0,0,0,0
320,1681792117.5,0,0,0,0,0,0
321,1681792167.5,0,0,0,0,0,0
322,1681792217.5,0,0,0,0,0,0
323,1681792267.5,0,0,0,0,0,0
324,1681792317.5,0,0,0,0,0,0
325,1681792367.5,0,0,0,0,0,0
326,1681792417.5,0,0,0,0,0,0
327,1681792467.5,0,0,0,0,0,0
328,1681792517.5,0,0,0,0,0,0
329,1681792567.5,0,0,0,0,0,0
330,1681792617.5,0,0,0,0,0,0
331,1681792667.5,0,0,0,0,0,0
332,1681792717.5,0,0,0,0,0,0
333,1681792767.5,0,0,0,0,0,0
334,1681792817.5,0,0,0,0,0,0
335,1681792867.5,0,0,0,0,0,0
336,1681792917.5,0,0,0,0,0,0
337,1681792967.5,0,0,0,0,0,0
338,1681793017.5,0,0,0,0,0,0
339,1681793067.5,0,0,0,0,0,0
340,1681793117.5,0,0,0,0,0,0
341,1681793167.5,0,0,0,0,0,0
342,1681793217.5,0,0,0,0,0,0
343,1681793267.5,0,0,0,0,0,0
344,1681793317.5,0,0,0,0,0,0
345,1681793367.5,0,0,0,0,0,0
346,1681793417.5,0,0,0,0,0,0
347,1681793467.5,0,0,0,0,0,0
348,1681793517.5,0,0,0,0,0,0
349,1681793567.5,0,0,0,0,0,0
350,1681793617.5,0,0,0,0,0,1
351,1681793667.5,0,0,0,0,0,1
352,1681793717.5,0,0,0,0,0,1
353,1681793767.5,0,0,0,0,0,1
354,1681793817.5,0,0,0,0,0,1
355,1681793867.5,0,0,0,0,0,1
356,1681793917.5,0,0,0,0,0,1
357,1681793967.5,0,0,0,0,0,1
358,1681794017.5,0,0,0,0,0,1
359,1681794067.5,0,0,0,0,0,1
360,1681794117.5,0,0,0,0,0,1
361,1681794167.5,0,0,0,0,0,1
362,1681794217.5,0,0,0,0,0,1
363,1681794267.5,0,0,0,0,0,1
364,1681794317.5,0,0,0,0,0,1
365,1681794367.5,0,0,0,0,0,1
366,1681794417.5,0,0,0,0,0,1
367,1681794467.5,0,0,0,0,0,1
368,1681794517.5,0,0,0,0,0,1
369,1681794567.5,0,0,0,0,0,1
370,1681794617.5,0,0,0,0,0,1
371,1681794667.5,0,0,0,0,0,1
372,1681794717.5,0,0,0,0,0,1
373,1681794767.5,0,0,0,0,0,1
374,1681794817.5,0,0,0,0,0,1
375,1681794867.5,0,0,0,0,0,1
376,1681794917.5,0,0,0,0,0,1
377,1681794967.5,0,0,0,0,0,1
378,1681795017.5,0,0,0,0,0,1
379,1681795067.5,0,0,0,0,0,1
380,1681795117.5,0,0,0,0,0,1
381,1681795167.5,0,0,0,0,0,1
382,1681795217.5,0,0,0,0,0,1
383,1681795267.5,0,0,0,0,0,1
384,1681795317.5,0,0,0,0,0,1
385,1681795367.5,0,0,0,0,0,1
386,1681795417.5,0,0,0,0,0,1
387,1681795467.5,0,0,0,0,0,1
388,1681795517.5,0,0,0,0,0,1
389,1681795567.5,0,0,0,0,0,1
390,1681795617.5,0,0,0,0,0,1
391,1681795667.5,0,0,0,0,0,1
392,1681795717.5,0,0,0,0,0,1
393,1681795767.5,0,0,0,0,0,1
394,1681795817.5,0,0,0,0,0,1
395,1681795867.5,0,0,0,0,0,1
396,1681795917.5,0,0,0,0,0,1
397,1681795967.5,1,0,0,0,1,1
398,1681796017.5,1,0,0,0,1,1
399,1681796067.5,1,0,0,0,1,1
400,1681796117.5,1,0,0,0,1,0
401,1681796167.5,0,0,0,0,0,0
402,1681796217.5,0,1,0,0,0,0
403,1681796267.5,0,1,0,0,0,0
404,1681796317.5,0,1,0,0,0,0
405,1681796367.5,0,1,0,0,0,0
406,1681796417.5,0,0,0,0,0,0
407,1681796467.5,0,0,1,0,0,0
408,1681796517.5,0,0,1,0,0,0
409,1681796567.5,0,0,1,0,0,0
410,1681796617.5,1,1,1,0,1,0
411,1681796667.5,1,1,1,0,1,0
412,1681796717.5,1,1,1,0,1,0
413,1681796767.5,1,1,1,0,1,0
414,1681796817.5,1,1,1,0,1,0
415,1681796867.5,1,1,1,0,1,0
416,1681796917.5,1,1,1,0,1,0
417,1681796967.5,1,1,1,0,1,0
418,1681797017.5,1,1,1,0,1,0
419,1681797067.5,1,1,1,0,1,0
420,1681797117.5,1,1,1,0,1,0
421,1681797167.5,1,1,1,0,1,0
422,1681797217.5,1,1,1,0,1,0
423,1681797267.5,1,1,1,0,1,0
424,1681797317.5,1,1,1,0,1,0
425,1681797367.5,1,1,1,0,1,0
426,1681797417.5,1,1,1,0,1,0
427,1681797467.5,1,1,1,0,1,0
428,1681797517.5,1,1,1,0,1,0
429,1681797567.5,1,1,1,0,1,0
430,1681797617.5,1,1,1,0,1,0
431,1681797667.5,1,1,1,0,1,0
432,1681797717.5,1,1,1,0,1,0
433,1681797767.5,1,1,1,0,1,0
434,1681797817.5,1,1,1,0,1,0
435,1681797867.5,1,1,1,0,1,0
436,1681797917.5,1,1,1,0,1,0
437,1681797967.5,1,1,1,0,1,0
438,1681798017.5,1,1,1,0,1,0
439,1681798067.5,1,1,1,0,1,0
440,1681798117.5,1,1,1,0,1,0
441,1681798167.5,1,1,1,0,1,0
442,1681798217.5,1,1,1,0,1,0
443,1681798267.5,1,1,1,0,1,0
444,1681798317.5,1,1,1,0,1,0
445,1681798367.5,1,1,1,0,1,0
446,1681798417.5,1,1,1,0,1,0
447,1681798467.5,1,1,1,0,1,0
448,1681798517.5,1,1,1,0,1,0
449,1681798567.5,1,1,1,0,1,0
450,1681798617.5,1,1,1,0,1,1
451,1681798667.5,1,1,1,0,1,1
452,1681798717.5,1,1,1,0,1,1
453,1681798767.5,1,1,1,0,1,1
454,1681798817.5,1,1,1,0,1,1
455,1681798867.5,1,1,1,0,1,1
456,1681798917.5,1,1,1,0,1,1
457,1681798967.5,1,1,1,0,1,1
458,1681799017.5,1,1,1,0,1,1
459,1681799067.5,1,1,1,0,1,1
460,1681799117.5,1,1,1,0,1,1
461,1681799167.5,1,1,1,0,1,1
462,1681799217.5,1,1,1,0,1,1
463,1681799267.5,1,1,1,0,1,1
464,1681799317.5,1,1,1,0,1,1
465,1681799367.5,1,1,1,0,1,1
466,1681799417.5,1,1,1,0,1,1
467,1681799467.5,1,1,1,0,1,1
468,1681799517.5,1,1,1,0,1,1
469,1681799567.5,1,1,1,0,1,1
470,1681799617.5,1,1,1,0,1,1
471,1681799667.5,1,1,1,0,1,1
472,1681799717.5,1,1,1,0,1,1
473,1681799767.5,1,1,1,0,1,1
474,1681799817.5,1,1,1,0,1,1
475,1681799867.5,1,1,1,0,1,1
476,1681799917.5,1,1,1,0,1,1
477,1681799967.5,1,1,1,0,1,1
478,1681800017.5,1,1,1,0,1,1
479,1681800067.5,1,1,1,0,1,1
480,1681800117.5,1,1,1,0,1,1
481,1681800167.5,1,1,1,0,1,1
482,1681800217.5,1,1,1,0,1,1
483,1681800267.5,1,1,1,0,1,1
484,1681800317.5,1,1,1,0,1,1
485,1681800367.5,1,1,1,0,1,1
486,1681800417.5,1,1,1,0,1,1
487,1681800467.5,1,1,1,0,1,1
488,1681800517.5,1,1,1,0,1,1
489,1681800567.5,1,1,1,0,1,1
490,1681800617.5,1,1,1,0,1,1
491,1681800667.5,1,1,1,0,1,1
492,1681800717.5,1,1,1,0,1,1
493,1681800767.5,1,1,1,0,1,1
494,1681800817.5,1,1,1,0,1,1
495,1681800867.5,1,1,1,0,1,1
496,1681800917.5,1,1,1,0,1,1
497,1681800967.5,1,1,1,0,1,1
498,1681801017.5,1,1,1,0,1,1
499,1681801067.5,1,1,1,0,1,1
500,1681801117.5,1,1,1,0,1,0
501,1681801167.5,1,1,1,0,1,0
502,1681801217.5,1,1,1,0,1,0
503,1681801267.5,1,1,1,0,1,0
504,1681801317.5,1,1,1,0,1,0
505,1681801367.5,1,1,1,0,1,0
506,1681801417.5,1,1,1,0,1,0
507,1681801467.5,1,1,1,0,1,0
508,1681801517.5,1,1,1,0,1,0
509,1681801567.5,1,1,1,0,1,0
510,1681801617.5,1,1,1,0,1,0
511,1681801667.5,1,1,1,0,1,0
512,1681801717.5,1,1,1,0,1,0
513,1681801767.5,1,1,1,0,1,0
514,1681801817.5,1,1,1,0,1,0
515,1681801867.5,1,1,1,0,1,0
516,1681801917.5,1,1,1,0,1,0
517,1681801967.5,1,1,1,0,1,0
518,1681802017.5,1,1,1,0,1,0
519,1681802067.5,1,1,1,0,1,0
520,1681802117.5,1,1,1,0,1,0
521,1681802167.5,1,1,1,0,1,0
522,1681802217.5,1,1,1,0,1,0
523,1681802267.5,1,1,1,0,1,0
524,1681802317.5,1,1,1,0,1,0
525,1681802367.5,1,1,1,0,1,0
526,1681802417.5,1,1,1,0,1,0
527,1681802467.5,1,1,1,0,1,0
528,1681802517.5,1,1,1,0,1,0
529,1681802567.5,1,1,1,0,1,0
530,1681802617.5,1,1,1,0,1,0
531,1681802667.5,1,1,1,0,1,0
532,1681802717.5,1,1,1,0,1,0
533,1681802767.5,1,1,1,0,1,0
534,1681802817.5,1,1,1,0,1,0
535,1681802867.5,1,1,1,0,1,0
536,1681802917.5,1,1,1,0,1,0
537,1681802967.5,1,1,1,0,1,0
538,1681803017.5,1,1,1,0,1,0
539,1681803067.5,1,1,1,0,1,0
540,1681803117.5,1,1,1,0,1,0
541,1681803167.5,1,1,1,0,1,0
542,1681803217.5,1,1,1,0,1,0
543,1681803267.5,1,1,1,0,1,0
544,1681803317.5,1,1,1,0,1,0
545,1681803367.5,1,1,1,0,1,0
546,1681803417.5,1,1,1,0,1,0
547,1681803467.5,1,1,1,0,1,0
548,1681803517.5,1,1,1,0,1,0
549,1681803567.5,1,1,1,0,1,0
550,1681803617.5,1,1,1,0,1,1
551,1681803667.5,1,1,1,0,1,1
552,1681803717.5,1,1,1,0,1,1
553,1681803767.5,1,1,1,0,1,1
554,1681803817.5,0,0,0,0,0,1
555,1681803867.5,0,0,0,0,0,1
556,1681803917.5,0,0,0,0,0,1
557,1681803967.5,0,0,0,0,0,1
558,1681804017.5,0,0,0,0,0,1
559,1681804067.5,0,0,0,0,0,1
560,1681804117.5,0,0,0,0,0,1
561,1681804167.5,0,0,0,0,0,1
562,1681804217.5,0,0,0,0,0,1
563,1681804267.5,0,0,0,0,0,1
564,1681804317.5,0,0,0,0,0,1
565,1681804367.5,0,0,0,0,0,1
